0.001,100.0,0.10439167962663132,0.01196326546074799,0.00862534860774459
0.005,100.0,0.43225726708025014,0.045649751863054235,0.029685005790171224
0.01,100.0,0.6951206934840981,0.06873771778455401,0.03862597610905113
0.05,100.0,1.089969183119605,0.11316172332648679,0.017559143439468114
0.1,100.0,1.0964316878594287,0.1255935197742671,0.005204062467579168
0.5,100.0,1.0964608113924048,0.1294390750767315,0.0014114464239813988
1.0,100.0,1.096460811392405,0.12943907603587196,0.0014114455461841948
5.0,100.0,-1.7619445918655477e+60,7.124723820408772e+58,-6.790274072589927e+58
10.0,100.0,2.7189403892072124e+133,3.115364478563475e+149,-1.768074952446259e+150
0.1,200.0,1.0964608106188434,0.1291986591320965,0.0016485529031571061
